u_id,q_id,student_key_stage,question_difficulty,subject,topic,question,correct_answer,student_answer,rater_1,rater_2,rater_3,human_agree,ground_truth,fewshot-gpt-3.5-turbo-0125,fewshot-gpt-4-0125-preview,zeroshot-gpt-3.5-turbo-0125,zeroshot-gpt-4-0125-preview,agree_fewshot-gpt-4-0125-preview
165,ScKS2H165,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,The earth and sun was as the centre of the planet,wrong,wrong,wrong,1,0,0,0,0,0,1
166,ScKS2H166,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,I don't know,wrong,wrong,wrong,1,0,0,0,0,0,1
167,ScKS2H167,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it evolves,wrong,wrong,wrong,1,0,0,0,0,0,1
168,ScKS2H168,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"Has evolved 
",wrong,wrong,wrong,1,0,0,0,0,0,1
169,ScKS2H169,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,by getting rid of pluto,wrong,wrong,wrong,1,0,0,0,0,0,1
171,ScKS2H171,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,The sun and planets were formed and earths oceans were probably created by commentary impacts,wrong,wrong,wrong,1,0,0,0,0,0,1
172,ScKS2H172,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,It's expanded,wrong,wrong,wrong,1,0,0,0,0,0,1
173,ScKS2H173,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,centre view,wrong,wrong,wrong,1,0,0,0,0,0,1
174,ScKS2H174,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,?,wrong,wrong,wrong,1,0,0,0,0,0,1
176,ScKS2H176,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,The age,wrong,wrong,wrong,1,0,0,0,0,0,1
177,ScKS2H177,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it has changed,wrong,wrong,wrong,1,0,0,0,0,0,1
178,ScKS2H178,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,differnet moons have been added as well as slight changes to the planet as new things are being discoverd,wrong,wrong,wrong,1,0,0,0,0,0,1
179,ScKS2H179,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it went from orbiting the earth to orbiting the sun,right,right,right,1,1,1,1,1,1,1
180,ScKS2H180,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,shift from earth centered veiw,wrong,wrong,wrong,1,0,0,1,0,0,0
181,ScKS2H181,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"more stuff
",wrong,wrong,wrong,1,0,0,0,0,0,1
183,ScKS2H183,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,pluto was removed as a planet,wrong,wrong,wrong,1,0,0,0,0,0,1
184,ScKS2H184,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it didn't change,wrong,wrong,wrong,1,0,0,0,0,0,1
185,ScKS2H185,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it went from everything orbiting the earth to everything orbiting the sun,right,right,right,1,1,1,1,1,1,1
186,ScKS2H186,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Becuase we learned that the sun doesnt orbit the earth,wrong,wrong,wrong,1,0,1,1,0,1,1
187,ScKS2H187,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,they got rid of dwarf planets and realised the earth orbits the sun,wrong,wrong,wrong,1,0,0,1,0,1,0
188,ScKS2H188,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,no more pluto,wrong,wrong,wrong,1,0,0,0,0,0,1
189,ScKS2H189,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"they are getting further away
",wrong,wrong,wrong,1,0,0,0,0,0,1
190,ScKS2H190,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,We used to think that pluto was a planet,wrong,wrong,wrong,1,0,0,0,0,0,1
191,ScKS2H191,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,"People used to draw the solar system with earth in the centre, now the sun is drawn in the centre.",right,right,right,1,1,1,1,1,1,1
192,ScKS2H192,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,idk,wrong,wrong,wrong,1,0,0,0,0,0,1
193,ScKS2H193,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,it has evoloved,wrong,wrong,wrong,1,0,0,0,0,0,1
195,ScKS2H195,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,the earth used to be at the center as people thought the sun and the other planets orbited the earth,wrong,wrong,wrong,1,0,0,1,0,1,0
196,ScKS2H196,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,we realised the sun does not orbit the earth,wrong,wrong,wrong,1,0,1,1,1,1,1
199,ScKS2H199,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,Pluto is no longer classified as a planet,wrong,wrong,wrong,1,0,0,0,0,0,1
200,ScKS2H200,KS2,hard,science,Earth Science: Earth And Space,How has the model of the solar system changed over time?,It used to be thought that everything orbited the Earth but now we know all planets orbit the Sun,It has been the planets have been orbiting the sun,wrong,wrong,wrong,1,0,0,0,0,0,1
1,ScKS2E1,KS2,easy,science,Earth Science: Earth And Space,What causes day and night on earth?,The Earth rotating on its axis,when the earth is rotating on its axis it is either facing towards the sun or away from the sun.,right,right,right,1,1,0,1,1,1,0
2,ScKS2E2,KS2,easy,science,Earth Science: Earth And Space,What causes day and night on earth?,The Earth rotating on its axis,The earth rotating on its axis.,right,right,right,1,1,1,1,1,1,1
3,ScKS2E3,KS2,easy,science,Earth Science: Earth And Space,What causes day and night on earth?,The Earth rotating on its axis,Day and nights are due to the earth rotating on its axis.,right,right,right,1,1,1,1,1,1,1
4,ScKS2E4,KS2,easy,science,Earth Science: Earth And Space,What causes day and night on earth?,The Earth rotating on its axis,The rotation of the earth on its axis,right,right,right,1,1,1,1,1,1,1
